Id,SalePrice
118,120899.240884507
119,174321.535652484
120,151086.24303409
121,160623.260387386
122,160960.742087577
123,161423.933651368
124,203493.119004208
125,168726.895304656
126,172182.453638176
127,167363.669120681
128,152100.078340687
129,198742.697007516
130,194273.743728045
131,155816.597336035
132,217325.765223275
133,147024.463581005
134,127884.440245608
135,202894.457055382
136,126703.78878261
137,234437.695742355
138,169162.872957312
139,166052.083744547
140,170408.658457547
141,185245.534142336
142,165628.23529935
143,258088.044573152
144,191629.917939882
145,202048.838532623
146,222888.980130937
147,148565.139566626
148,154146.493249734
149,155196.600797667
150,168505.523183889
151,200461.731887266
152,187564.903506961
153,90367.4618435483
154,182484.716074731
155,168763.757908128
156,141792.989785503
157,223796.797024508
158,212643.897090875
159,116776.033399854
160,241366.81969076
161,132186.344209504
162,170313.942250185
163,249843.455530913
164,184929.284761936
165,142268.91996223
166,201748.456377885
167,185885.372490931
168,166595.406328612
169,121584.637684864
170,152707.676812009
171,162583.896735791
172,190626.581175335
173,210941.438921168
174,197089.70502259
175,170071.204643827
176,226251.256139635
177,213702.859350999
178,188751.200795706
179,205692.003740174
180,200391.06419046
181,125472.469118686
182,165717.737329913
183,173370.62855061
184,150861.525212781
185,167085.790894326
186,206477.875779171
187,186988.91695407
188,108888.112440345
189,211776.232617806
190,144404.876880947
191,147028.40750797
192,210795.93944021
193,155008.98462489
194,235515.129986774
195,157850.356483916
196,164315.954325882
197,218566.807290308
198,185991.521731204
199,230113.234020444
200,166297.179690072
201,177198.382943287
202,137055.631047783
203,183132.726138415
204,171415.349254922
205,142824.59946238
206,252538.091385651
207,177998.661175149
208,160764.58911305
209,151353.440250767
210,152188.795251305
211,251374.139594174
212,131756.766252107
213,186190.013555386
214,165589.046381802
215,126537.979595046
216,169532.876473364
217,177258.522698218
218,189983.495636326
219,195292.875782933
220,216668.463462292
221,139396.28398
222,225004.749404313
223,152735.05706099
224,214688.863278544
225,144610.662356804
226,127612.87756604
227,128524.707572409
228,199297.965228976
229,151228.278212114
230,137366.545144346
231,175686.396847694
232,164418.327351271
233,145994.260503193
234,166385.817424838
235,154806.729895705
236,129835.009643829
237,160461.544353919
238,132135.143714923
239,136662.888914957
240,193538.372936866
241,172804.856089165
242,120107.304934935
243,198796.574461228
244,160020.693955568
245,158842.408135838
246,184879.403407392
247,198900.255994133
248,187437.635108621
249,173058.520588276
250,274833.268862205
251,219048.713255392
252,167127.669848918
253,183726.826198802
254,183085.127783099
255,154681.608458865
256,191814.251538921
257,146287.992012993
258,189723.203657651
259,166844.921353677
260,168734.779873772
261,188136.051257664
262,220975.496034416
263,145794.25598882
264,147678.749774883
265,250159.9533781
266,164385.624661409
267,155584.350991
268,151614.728049745
269,121324.260289153
270,161755.151617837
271,214750.90565
272,177199.825025862
273,190781.826174871
274,151952.783196077
275,137111.74661999
276,78985.8765361444
277,179161.062671491
278,177076.972525355
279,196718.543673025
280,235926.234999763
281,131148.547544745
282,149820.124992781
283,123154.57349401
284,174648.508921821
285,201408.303215358
286,216912.209537786
287,197773.93419895
288,176251.326941403
289,199788.090037244
290,205596.395423341
291,211050.928608075
292,221144.167232694
293,192183.150872489
294,228152.035255155
295,161578.872197403
296,165224.989190591
297,164169.254060417
298,192389.309268751
299,169661.265895434
300,136934.056519191
301,230186.24626217
302,169939.460908037
303,182810.755780506
304,158735.060466697
305,180401.443724682
306,193717.810957665
307,134383.631022175
308,168944.304442742
309,170456.096612382
310,191775.463489415
311,119972.020548457
312,177770.843932299
313,164949.211646719
314,160385.408632379
315,114142.344924463
316,223320.135602737
317,160270.813622115
318,150291.28950504
319,155381.32972906
320,153675.488148349
321,190365.233681482
322,149953.546072378
323,213622.308150427
324,150819.760865263
325,174862.223570034
326,155345.103340077
327,180976.892231498
328,112769.64036046
329,158292.345219602
330,178851.796656313
331,203174.377835624
332,164088.73801861
333,149568.964753845
334,92709.8886704745
335,207119.772443046
336,177920.170854478
337,130317.580742685
338,193032.92891652
339,130208.398516629
340,196714.678257741
341,192139.714815494
342,213021.180925896
343,123877.276985395
344,159440.740713013
345,283723.292089881
346,233093.625833206
347,193745.108224531
348,115574.618073066
349,173065.591219257
350,85321.0781178868
351,163772.762891052
352,210492.583819832
353,75209.9278306484
354,110782.458041632
355,190150.838345439
356,163042.028330307
357,250651.828522551
358,138231.530029399
359,147646.158752996
360,198825.355912464
361,175977.290836716
362,209909.74065047
363,191153.161272031
364,155629.282675927
365,145051.367270663
366,128503.274201032
367,142551.8361873
368,156209.567426954
369,168392.339981906
370,195959.311461894
371,101450.90684576
372,110118.523101155
373,94501.1028291204
374,215663.743980115
375,132920.211313216
376,137799.780551299
377,180583.270405496
378,155833.221330944
379,122891.506182334
380,171360.578350156
381,150326.159210905
382,140648.348781086
383,174688.187133762
384,209805.475555405
385,184413.388731081
386,146719.958673445
387,172532.231978624
388,195409.020781315
389,217130.38851537
390,226588.431840136
391,135685.748244897
392,119591.278458725
393,246929.124662624
394,163732.079937951
395,76592.7311975116
396,195040.259097802
397,245641.604116553
398,153481.44442169
399,177433.763843527
400,96458.3208105138
401,222745.978909754
402,155063.711837185
403,218662.271244064
404,194818.224903079
405,173523.840246444
406,131912.261727411
407,141821.222813477
408,111095.138946723
409,206812.039785391
410,200138.624677435
411,210984.565702727
412,173643.44362886
413,180466.529081649
414,159564.656629839
415,154656.874187651
416,189862.851665406
417,163781.550917085
418,126618.023202118
419,188710.370494329
420,204916.54125989
421,161159.773718895
422,127752.198957586
423,219400.696592658
424,215203.597611656
425,78100.6182769917
426,241621.673568871
427,144215.789662442
428,164560.072778756
429,161745.459901075
430,156828.572027597
431,125523.086979186
432,126771.577028699
433,130681.417830579
434,213331.5128121
435,141317.407551411
436,131199.736937137
437,145503.05220628
438,138581.039382007
439,188207.22605149
440,173929.591562296
441,191291.85152447
442,153350.497920516
443,268245.24392833
444,149845.465271341
445,199804.512150967
446,177827.172104035
447,192324.069185673
448,144129.616815225
449,144453.881968289
450,168101.595179203
451,191481.477421313
452,133112.891453929
453,168084.426554789
454,180054.839263956
455,192032.88623227
456,195231.207453139
457,108996.403600659
458,184624.50618412
459,160050.651172141
460,146992.086155864
461,156029.679429283
462,180296.696572658
463,159634.849818805
464,183305.402838841
465,232568.615057042
466,180983.824256734
467,189903.001077688
468,189564.09412039
469,149732.564646649
470,159093.040480786
471,170298.708901139
472,203055.921022989
473,206746.354922056
474,149676.47904647
475,168320.813434438
476,147391.041541727
477,200652.530731486
478,165319.041692334
479,117235.664100341
480,151762.20812508
481,174475.451292306
482,217057.697171465
483,151495.848874695
484,203799.147517878
485,171562.590720745
486,177297.749839572
487,185558.118124784
488,139686.78479961
489,171734.096617982
490,174086.080746657
491,227736.681391914
492,155836.654802303
493,174994.880328848
494,142512.312792508
495,164576.955333377
496,155953.645390836
497,131743.611803306
498,105029.619413521
499,149590.464407071
500,213168.413198734
501,214304.012450194
502,205542.187209805
503,130251.4546647
504,183307.361234544
505,186005.926197733
506,140367.127997722
507,215414.67111235
508,205968.723451861
509,216769.016751302
510,170612.476093832
511,174310.804444282
512,208735.835257317
513,142055.39322946
514,167224.073016423
515,137111.600466687
516,173528.87602366
517,151350.399459154
518,217796.39252084
519,201656.533218772
520,127342.131850153
521,168887.877224529
522,141670.872058053
523,182945.964323177
524,150372.868418857
525,217274.873028497
526,202366.938010468
527,233990.244486792
528,198813.687519554
529,157754.058369938
530,106598.840304801
531,146688.636406369
532,171854.802422159
533,274876.494532172
534,133538.16456713
535,199418.675522902
536,117925.735775723
537,177245.731538121
538,194827.136084334
539,156643.221991452
540,184495.199012222
541,146879.241260712
542,186329.830268031
543,204471.309615074
544,168000.749648174
545,160164.915960532
546,166943.755897943
547,214973.649080602
548,188093.277771177
549,194706.367246232
550,170550.623149493
551,159977.077876279
552,140213.132622644
553,200839.902841052
554,199357.846907021
555,205956.988503085
556,189537.799507086
557,230552.922065573
558,203278.137650214
559,179087.575488168
560,143824.330854302
561,168061.109658761
562,135941.124778569
563,187823.927722134
564,189819.979082398
565,162134.708062481
566,140852.600497188
567,181150.449848808
568,169663.142510119
569,204936.244996837
570,138234.117905583
571,113619.793156727
572,194714.156101415
573,217079.465621977
574,194798.100406875
575,183156.993759413
576,203996.004278659
577,168244.339960433
578,169350.583000955
579,130219.208502965
580,136897.195982846
581,128857.741703411
582,169244.457664891
583,167581.536202806
584,103503.302145825
585,150863.92384202
586,136367.709288107
587,173080.413498539
588,176245.02240325
589,199338.13264654
590,201927.384576787
591,241776.83273531
592,158778.732922035
593,173887.9440128
594,186597.392160218
595,195563.053480436
596,208802.711412941
597,149107.170401697
598,151930.340371861
599,198009.738135519
600,208863.966214753
601,172804.901455291
602,178465.365544251
603,152850.832621139
604,198569.74740386
605,287721.432030649
606,192483.206525415
607,179414.57845798
608,144894.785728091
609,212195.474670084
610,199937.234186061
611,212215.79724141
612,201831.52728488
613,197650.095777112
614,153003.668288003
615,169073.680244466
616,178311.172801687
617,192996.71910647
618,119944.230636252
619,177487.820672097
620,160117.130111697
621,215187.465026466
622,210193.112189433
623,213041.067273242
624,175185.854256208
625,210176.495880143
626,134010.435311989
627,173930.837229968
628,189722.643083673
629,134807.4330088
630,258378.497990922
631,225759.093267131
632,189674.118032858
633,147639.961847729
634,187354.81074687
635,164852.750370941
636,146262.636408365
637,142675.031170358
638,148554.551750051
639,177538.610197235
640,114694.829281514
641,180852.371428392
642,116039.453629012
643,164924.248690928
644,224867.375949009
645,172233.874495203
646,166774.12047281
647,155352.852703938
648,152116.993752468
649,242137.684622374
650,167604.57942632
651,167731.870935011
652,179275.088196438
653,144305.390110749
654,129916.273388874
655,150951.043605045
656,217432.709259753
657,153242.730605614
658,214812.096818701
659,227419.209593173
660,117550.484937703
661,136480.899679032
662,147440.848988868
663,168081.482420411
664,176784.366609527
665,232379.195865474
666,204208.315004616
667,152030.442994141
668,138851.946673964
669,228461.03487002
670,219237.444709311
671,183848.761506849
672,219696.45589121
673,189146.593931279
674,156722.067664161
675,161107.902678474
676,229366.92415362
677,171594.067040162
678,178084.581423146
679,110914.74741507
680,187688.787405374
681,105926.3521013
682,169064.86359485
683,232090.092288739
684,107694.646879168
685,139050.900923326
686,189663.396501833
687,133708.370137544
688,217758.968494768
689,185531.67000478
690,206989.742683792
691,223890.045675853
692,133571.624140293
693,169295.356087486
694,185986.565832758
695,158973.856299962
696,145913.357080508
697,284297.065611213
698,217363.274659446
699,124938.111638965
700,55648.3734899615
701,200244.075733708
702,148638.409404079
703,163324.412076331
704,150812.939702227
705,214329.5836334
706,127964.403160554
707,148939.782408453
708,139170.528870253
709,187137.227025264
710,121603.416017156
711,189447.45981406
712,196941.703254525
713,175841.739903745
714,111858.424841995
715,117275.22326229
716,124764.208602599
717,220988.548670402
718,164994.711066827
719,197992.139843987
720,172051.812665558
721,153364.191016051
722,96970.1342879727
723,144457.476093842
724,214986.212687913
725,155728.811765761
726,200840.631929192
727,164286.402425444
728,123285.579370105
729,113036.894152221
730,134384.43218614
731,208097.813084194
732,216260.310182222
733,169873.217197464
734,173768.148909936
735,181077.469338494
736,178436.355112013
737,144410.440094606
738,205023.204705354
739,159988.13738377
740,180430.280988255
741,180738.174374195
742,167463.775442542
743,157114.731976154
744,285072.771429505
745,145853.709536157
746,134398.694841919
747,188128.31292179
748,172703.784711163
749,210285.159054646
750,159488.481378685
751,282571.29521238
752,132761.343012778
753,204714.879147982
754,135895.315753449
755,204968.696986797
756,194493.950875302
757,188712.036030591
758,142905.634946665
759,229896.662024032
760,176971.869476712
761,185647.644651405
762,148256.868448086
763,129778.651452433
764,168081.539644645
765,257563.675651478
766,140874.642417108
767,185270.89526828
768,186125.184222016
769,203473.851834979
770,169740.066181717
771,126833.052376898
772,164590.960905514
773,195209.176576318
774,160040.978075332
775,220425.705600627
776,193868.432009149
777,170669.131100064
778,179546.149356338
779,188384.752833419
780,211160.795279039
781,95264.3867113201
782,208622.697895653
783,154653.720962287
784,198609.675811181
785,186867.747736802
786,226743.78849705
787,192541.406539974
788,156017.63975226
789,176916.841111323
790,158877.496011193
791,114097.848367926
792,124083.218639047
793,155850.644000649
794,190854.940814707
795,195386.645829809
796,123882.581994042
797,166776.228531648
798,231323.361752098
799,169930.799548417
800,183108.601778593
801,127588.976838136
802,179463.478100815
803,160805.640209664
804,173959.722445194
805,138397.803163743
806,158442.927577027
807,165336.715156785
808,181551.325396386
809,177835.548419901
810,186816.018783524
811,180649.920867966
812,159237.066515176
813,245638.361126736
814,100301.15588463
815,164199.383184901
816,186864.959834865
817,126474.640624994
818,198512.739717307
819,183995.06441651
820,167136.958693235
821,206899.819921931
822,151103.398154066
823,180591.443647475
824,158526.310799668
825,134521.566910222
826,178851.043100833
827,217470.837604811
828,191324.935997647
829,214243.261588685
830,168248.944508154
831,144103.969309598
832,149333.652762823
833,147458.18221881
834,183090.038304082
835,151620.7419411
836,231426.131250391
837,245590.574818394
838,210671.338574902
839,143993.868504658
840,231604.865649536
841,156063.737912847
842,180643.911523727
843,181664.784286329
844,178415.529535992
845,205948.319621735
846,188092.939355157
847,151653.739064335
848,175880.570325685
849,199045.418537367
850,136167.143954132
851,129025.37502066
852,202308.68884003
853,183349.096770851
854,144646.784018144
855,129339.848065989
856,171181.439269223
857,218508.702966441
858,176109.283946978
859,126230.980857531
860,197890.434303559
861,148899.144556317
862,194089.014813229
863,179534.927583397
864,180967.403982785
865,153814.452953532
866,173964.734536086
867,297243.648047305
868,107981.867371115
869,173132.352387748
870,216747.134525873
871,182338.62961177
872,135461.239988379
873,166159.60597877
874,191385.57588473
875,190902.644202304
876,133416.161174583
877,135119.934608459
878,166812.131280185
879,110350.893873367
880,170771.916348024
881,157817.392236511
882,198668.687607107
883,197364.877213079
884,132728.395303312
885,188403.436631414
886,165025.607790571
887,158517.06934857
888,178595.990055749
889,153315.743544908
890,183726.199241443
891,204529.010864477
892,150106.40110802
893,219222.474577941
894,131705.193247298
895,221274.319993519
896,160709.596713014
897,203657.61094929
898,212159.658488009
899,224828.981743486
900,187229.89578561
901,197483.075699396
902,211288.937498206
903,135897.771799023
904,149938.311620844
905,202591.270422585
906,164605.952105652
907,185833.51496557
908,149984.395326593
909,156804.467628833
910,175021.998462199
911,136053.812216311
912,118421.823890249
913,152831.407045941
914,171003.976048194
915,207971.644449102
916,195007.953560193
917,134747.518662119
918,157939.527882259
919,183214.606926707
920,152694.738373063
921,183129.358419067
922,148610.01862874
923,189022.078722184
924,173341.499799834
925,118349.926255769
926,108653.209383065
927,209632.800914418
928,146523.477903867
929,145903.708313055
930,197526.222840018
931,166902.6644811
932,119000.782187428
933,218854.820999326
934,113146.154345755
935,110426.345538121
936,158851.897487953
937,191644.607345203
938,81244.8405120163
939,161582.046826088
940,165744.1177187
941,191304.844830308
942,141084.171815658
943,133067.542283691
944,142343.539893707
945,156025.358270128
946,120615.956572823
947,199834.623377707
948,196476.309390716
949,178172.45321188
950,128965.393545116
951,144832.687572003
952,181575.156871434
953,142353.503760827
954,222192.4612644
955,197689.553125835
956,109045.563643569
957,158460.142344225
958,156133.059137792
959,176379.524852227
960,228964.563855775
961,121444.564646828
962,177192.339279595
963,147282.224718909
964,202227.394543334
965,210685.125862421
966,209695.109148203
967,243767.816644351
968,169548.905954216
969,172416.044758004
970,113277.654368055
971,106826.501121112
972,223706.9602229
973,53630.956188255
974,157059.492674875
975,161087.168861746
976,196523.847693825
977,121597.588296889
978,140140.44621585
979,167007.022416919
980,147178.331578657
981,112064.749130386
982,174086.935599922
983,180128.819499968
984,274133.63790993
985,194735.397922499
986,217757.567490153
987,190837.606594532
988,190210.65013073
989,174417.24341135
990,191727.345205258
991,206535.51791328
992,182502.2768021
993,118552.391573449
994,192409.330121399
995,202702.829500496
996,173258.18367595
997,153204.611045334
998,144606.186478103
999,164739.880638238
1000,194789.754689095
1001,192968.788116039
1002,119494.785746852
1003,158629.823271852
1004,210120.357175905
1005,159625.598601902
1006,188979.884357453
1007,215948.902946153
1008,203608.728630301
1009,116437.896544754
1010,180473.733102624
1011,183310.458629089
1012,113253.515025238
1013,123529.611698852
1014,108183.911194505
1015,181142.4021618
1016,147123.627531562
1017,177456.37380099
1018,209985.377368347
1019,179937.454292002
1020,195647.54641282
1021,147720.812685702
1022,138333.607646578
1023,177838.190678969
1024,123684.038177205
1025,159122.831517636
1026,170155.20883345
1027,157636.57767667
1028,172787.162471932
1029,187688.96709345
1030,156361.683590667
1031,168967.751032263
1032,158448.041772587
1033,160446.608774934
1034,181533.186833612
1035,179895.357252886
1036,190787.22487275
1037,191384.959234809
1038,154548.734251526
1039,195704.086064938
1040,142920.200898193
1041,191690.129213626
1042,256295.971163459
1043,192566.300471624
1044,126621.086077369
1045,196304.306889878
1046,221948.873958186
1047,146081.465138865
1048,97913.5312322213
1049,158739.356465328
1050,187618.960476108
1051,164675.641230775
1052,178675.491757932
1053,177173.532936774
1054,160044.878456834
1055,143892.312225296
1056,196828.465869753
1057,198913.964049895
1058,195753.980865321
1059,164856.421594845
1060,189480.057329119
1061,187112.243697513
1062,232496.582366522
1063,150572.694346806
1064,166023.743851945
1065,152525.489722017
1066,140681.298274043
1067,178480.147313345
1068,185660.915176145
1069,181288.146987015
1070,173810.188512221
1071,173051.937354489
1072,129215.277256097
1073,187353.521904073
1074,171548.999205383
1075,217085.310138528
1076,130092.75201699
1077,152001.354450814
1078,146457.0380579
1079,119297.636333421
1080,249431.568235718
1081,137700.70555661
1082,159044.226687232
1083,179328.010228576
1084,146179.087536359
1085,116856.685444328
1086,253532.153508981
1087,218054.747026151
1088,176198.545100797
1089,169777.82331836
1090,162389.094487078
1091,174842.955636753
1092,190178.903466678
1093,180386.105757037
1094,113643.276282669
1095,160463.993496915
1096,106631.484632426
1097,196854.632766577
1098,228229.739379011
1099,160375.596408591
1100,122367.361355477
1101,238597.636034731
1102,163573.740535191
1103,211564.287664806
1104,163584.825993037
1105,179141.047501675
1106,220867.510385592
1107,131392.692853602
1108,100182.626177705
1109,150363.498915717
1110,239052.52625198
1111,129352.42954364
1112,122898.720705633
1113,190570.312576253
1114,95213.8061792732
1115,158210.912659404
1116,235393.213428381
1117,130446.05893328
1118,154365.319846929
1119,224112.249955036
1120,196935.437331719
1121,145223.89632931
1122,148091.098482481
1123,189014.870393129
1124,172754.944984396
1125,123759.314464857
1126,227765.756561066
1127,124640.770885926
1128,151938.938639014
1129,153349.592227818
1130,232112.347826314
1131,157802.398474164
1132,212001.716305425
1133,199494.632393884
1134,180057.545448336
1135,199071.78877155
1136,185849.784155106
1137,173632.828124228
1138,185639.418131775
1139,183291.697707666
1140,171412.153720137
1141,192927.773097243
1142,190233.841756798
1143,143429.528442302
1144,101312.303025808
1145,204023.267349872
1146,181566.469268709
1147,140230.10273966
1148,216816.660282824
1149,155565.376583025
1150,158910.089498831
1151,122783.722537592
1152,144968.809255558
1153,193716.827931044
1154,168398.352293459
1155,186165.9244717
1156,154145.151423974
1157,180835.977954972
1158,177074.82822563
1159,169563.467082319
1160,103989.917640961
1161,130926.365410652
1162,216925.094992217
1163,180170.205660741
1164,162902.961890065
1165,250774.407700924
1166,178350.063437169
1167,148614.677946749
1168,204546.187960854
1169,193748.857255064
1170,177949.912418404
1171,92930.833461093
1172,146405.372358307
1173,206105.318040306
1174,255474.431724582
1175,190825.384009226
1176,177744.484057286
1177,172139.174282511
1178,228737.660204469
1179,150645.978848271
1180,216480.464856023
1181,201720.404249058
1182,181691.858583823
1183,155866.349697734
1184,166761.460138639
1185,144505.842401711
1186,129499.481000128
1187,233393.138898934
1188,117690.271429442
1189,173905.907449683
1190,209741.181445072
1191,170675.776739898
1192,134645.611240785
1193,149951.124435365
1194,159090.547821212
1195,165733.880886858
1196,148265.91544641
1197,151182.97784689
1198,214052.290484061
1199,126365.018622012
1200,161797.486447945
1201,154671.475358928
1202,157490.531604288
1203,107095.074703411
1204,138344.599317464
1205,182432.963460621
1206,137834.082750079
1207,172439.978066612
1208,184646.000248436
1209,165311.394771953
1210,84380.7110349869
1211,191933.586569735
1212,195894.935647727
1213,134141.368493183
1214,193833.020597132
1215,168282.981036738
1216,177208.466783347
1217,166874.526161002
1218,174372.021659532
1219,170425.858463985
1220,131998.048491492
1221,160410.10891873
1222,174147.991268669
1223,157510.298997594
1224,152097.17808662
1225,145514.618678878
1226,173676.444171172
1227,196328.790497886
1228,138329.510733825
1229,197354.033982973
1230,235820.856324403
1231,174313.761393646
1232,114453.576834697
1233,146142.319495418
1234,173765.351827998
1235,142268.570827531
1236,98458.7908641577
1237,103301.905748851
1238,169704.077126359
1239,250020.10475604
1240,206537.172286544
1241,120482.967667788
1242,134213.264514834
1243,213160.332575591
1244,192328.067743368
1245,189829.759374231
1246,222327.720229396
1247,168416.673530655
1248,182003.873650783
1249,118818.141892839
1250,176407.641245456
1251,201998.43236305
1252,178209.1098393
1253,199099.309618157
1254,200117.280125605
1255,191097.174914861
1256,109633.738256322
1257,220997.389275824
1258,132454.98174267
1259,215682.368178458
1260,190856.070719617
1261,117972.664088568
1262,169136.320334211
1263,167236.790830379
1264,141338.423278345
1265,169388.018679944
1266,160701.014834252
1267,211450.041488054
1268,192243.472118088
1269,163462.607309824
1270,173615.158318283
1271,158119.389706919
1272,161630.800201819
1273,201424.770427694
1274,114924.679462467
1275,224440.58327734
1276,162923.606405885
1277,193157.218703843
1278,142133.056992652
1279,179482.873453037
1280,232307.43701371
1281,193328.978702369
1282,175120.519436365
1283,140956.835404767
1284,174070.394508702
1285,182467.129719445
1286,151257.294375124
1287,174905.117432183
1288,179883.149647331
1289,131878.090740567
1290,86649.0393997352
1291,139915.537731233
1292,139613.537553147
1293,116589.862220497
1294,182097.514707021
1295,183977.039120155
1296,251369.181044694
1297,135589.565750615
1298,205709.848301655
1299,113736.259663034
1300,176764.839907843
1301,137954.035269321
1302,147512.058657703
1303,137364.668973204
1304,178348.318199121
1305,180733.20534498
1306,119335.363093909
1307,218237.872626992
1308,176047.090075278
1309,123333.805174622
1310,165600.712275027
1311,178284.9758192
1312,189828.082215873
1313,223916.44982227
1314,181740.558574058
1315,185188.686337825
1316,110126.086840821
1317,163865.621815299
1318,184423.240831608
1319,169002.170934653
1320,186395.416302494
1321,215493.290620865
1322,146071.029730349
1323,223284.648374622
1324,145821.344658064
1325,210360.581820274
1326,175586.632813458
1327,172678.340697905
1328,183052.651032606
1329,175577.130170611
1330,148942.851868216
1331,174458.253536642
1332,231141.766917539
1333,167077.157068243
1334,199578.630533462
1335,206107.714089943
1336,115846.038094524
1337,162534.237975711
1338,196138.248089649
1339,178021.073682992
1340,202680.060735836
1341,238183.735853033
1342,133149.470466595
1343,219752.373011318
1344,133530.444670665
1345,180452.778019842
1346,168158.255898857
1347,119184.632447618
1348,162327.547349507
1349,158023.39841025
1350,203351.751302742
1351,209216.921280565
1352,178093.391084471
1353,186861.371292726
1354,143057.355209083
1355,174963.803153401
1356,231208.119786376
1357,170673.901273093
1358,106482.170452916
1359,155634.129604012
1360,215754.352518208
1361,123751.129301621
1362,265361.614943824
1363,129888.862943345
1364,239936.676674761
1365,205114.110426453
1366,127197.457503955
1367,132647.097918492
1368,172624.901760783
1369,222162.013185569
1370,130982.377590243
1371,219986.868526175
1372,145110.255408954
1373,208126.19167138
1374,146566.049447785
1375,168174.003380554
1376,179777.955719469
1377,190423.494746387
1378,149894.79472646
1379,172883.456281184
1380,143936.126691355
1381,98867.3529915765
1382,160316.611904604
1383,149237.261594104
1384,160318.257825615
1385,144991.880903846
1386,178214.349936031
1387,199975.231167557
1388,189517.650868807
1389,168786.602385827
1390,185621.357890595
1391,175806.920668029
1392,183975.518684262
1393,186160.5465344
1394,211121.51784418
1395,129277.593060674
1396,145735.245151188
1397,169284.977774136
1398,181910.578616081
1399,164771.361892089
1400,142395.993217485
1401,177945.940712424
1402,219543.47482813
1403,182132.248812534
1404,157862.287114568
1405,135261.058982773
1406,126517.502157194
1407,244866.320828235
1408,235332.01545804
1409,137348.269135466
1410,172512.802920497
1411,224975.559887061
1412,92716.9772583821
1413,208190.638456537
1414,183012.905936825
1415,207373.472468576
1416,129751.344776776
1417,162647.24887353
1418,186413.048946747
1419,229573.648268126
1420,200892.65974648
1421,180297.538803804
1422,231467.842382531
1423,207017.177994575
1424,172704.891710467
1425,143472.528928333
1426,137658.98697831
1427,176539.17876296
1428,134675.404361075
1429,128882.245911342
1430,173353.674726145
1431,115215.216318225
1432,182628.409857183
1433,137279.036512588
1434,162826.649853411
1435,192381.607448221
1436,218893.410363323
1437,158071.516632685
1438,193403.825419321
1439,142404.436275021
1440,197350.315507115
1441,135431.511763595
1442,250375.631891506
1443,207152.634147339
1444,160625.831060937
1445,105988.276656257
1446,254582.861621923
1447,106129.5398427
1448,178403.299864579
1449,174975.60367554
1450,132523.401196719
1451,193020.842326489
1452,245246.198197078
1453,202737.738895627
1454,205763.226506181
1455,130509.430285203
1456,167203.556213056
1457,132004.412755171
1458,183805.67575469
1459,155202.146311938
1460,121637.086468268
1461,108779.332941935
1462,186536.055106473
1463,198977.576898168
1464,192099.905712148
1465,128367.147899202
1466,169198.035232563
1467,144446.675273914
1468,152700.741898268
1469,167410.385060213
1470,148874.453982583
1471,230510.718207364
1472,129261.151048532
1473,169393.346124971
1474,200614.259498115
1475,199684.616481586
1476,128514.225263538
1477,163897.296371222
1478,183490.327666486
1479,159402.256920677
1480,236537.882096987
1481,206235.46449201
1482,188218.167131782
1483,226406.136622434
1484,157889.155759913
1485,115297.875027524
1486,138435.620731375
1487,154654.320990709
1488,178963.20580662
1489,160758.903409122
1490,189859.342931211
1491,135848.990699635
1492,216012.153058118
1493,168954.429196469
1494,122556.237144218
1495,91896.0743916466
